,Unnamed: 0,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
63,63,Bosnia and Herzegovina,Central and Eastern Europe,64,5.813,1.032,0.618,0.395,0.005,0.261,2021
64,64,Moldova,Commonwealth of Independent States,65,5.766,0.985,0.542,0.536,0.013,0.137,2021
65,65,Ecuador,Latin America and Caribbean,66,5.764,0.935,0.64,0.56,0.062,0.107,2021
66,66,Kyrgyzstan,Commonwealth of Independent States,67,5.744,0.665,0.501,0.673,0.02,0.266,2021
67,67,Greece,Western Europe,68,5.723,1.273,0.76,0.243,0.074,0.0,2021
68,68,Bolivia,Latin America and Caribbean,69,5.716,0.842,0.486,0.6,0.064,0.138,2021
69,69,Mongolia,East Asia,70,5.677,0.966,0.442,0.397,0.053,0.263,2021
70,70,Paraguay,Latin America and Caribbean,71,5.653,0.983,0.549,0.602,0.037,0.206,2021
71,71,Montenegro,Central and Eastern Europe,72,5.581,1.155,0.637,0.397,0.081,0.166,2021
72,72,Dominican Republic,Latin America and Caribbean,73,5.545,1.106,0.555,0.581,0.144,0.101,2021
73,73,North Cyprus,Western Europe,74,5.536,1.377,0.801,0.503,0.2,0.196,2021
74,74,Belarus,Commonwealth of Independent States,75,5.534,1.124,0.56,0.326,0.199,0.07,2021
75,75,Russia,Commonwealth of Independent States,76,5.477,1.241,0.511,0.409,0.06,0.115,2021
76,76,Hong Kong S.A.R. of China,East Asia,76,5.477,1.525,0.893,0.408,0.342,0.232,2021
77,77,Tajikistan,Commonwealth of Independent States,78,5.466,0.508,0.498,0.548,0.247,0.152,2021
78,78,Vietnam,Southeast Asia,79,5.411,0.817,0.616,0.679,0.091,0.124,2021
79,79,Libya,Middle East and North Africa,80,5.41,1.044,0.435,0.474,0.174,0.131,2021
80,80,Malaysia,Southeast Asia,81,5.384,1.259,0.587,0.624,0.064,0.27,2021
81,81,Indonesia,Southeast Asia,82,5.345,0.954,0.433,0.598,0.046,0.541,2021
82,82,Congo (Brazzaville),Sub-Saharan Africa,83,5.342,0.518,0.307,0.381,0.124,0.144,2021
83,83,China,East Asia,84,5.339,1.061,0.665,0.636,0.117,0.093,2021
84,84,Ivory Coast,Sub-Saharan Africa,85,5.306,0.669,0.052,0.438,0.092,0.177,2021
85,85,Armenia,Commonwealth of Independent States,86,5.283,0.996,0.585,0.54,0.198,0.079,2021
86,86,Nepal,South Asia,87,5.269,0.519,0.496,0.488,0.135,0.287,2021
87,87,Bulgaria,Central and Eastern Europe,88,5.266,1.181,0.583,0.494,0.005,0.125,2021
88,88,Maldives,South Asia,89,5.198,1.115,0.697,0.575,0.073,0.204,2021
89,89,Azerbaijan,Commonwealth of Independent States,90,5.171,1.025,0.541,0.526,0.276,0.043,2021
90,90,Cameroon,Sub-Saharan Africa,91,5.142,0.543,0.159,0.425,0.058,0.205,2021
91,91,Senegal,Sub-Saharan Africa,92,5.132,0.518,0.357,0.381,0.088,0.158,2021
92,92,Albania,Central and Eastern Europe,93,5.117,1.008,0.646,0.491,0.024,0.168,2021
93,93,North Macedonia,Central and Eastern Europe,94,5.101,1.068,0.535,0.45,0.022,0.212,2021
94,94,Ghana,Sub-Saharan Africa,95,5.088,0.68,0.287,0.517,0.058,0.268,2021
95,95,Niger,Sub-Saharan Africa,96,5.074,0.162,0.167,0.516,0.157,0.2,2021
96,96,Turkmenistan,Commonwealth of Independent States,97,5.066,1.046,0.439,0.602,0.033,0.366,2021
97,97,Gambia,Sub-Saharan Africa,98,5.051,0.367,0.21,0.384,0.123,0.465,2021
98,98,Benin,Sub-Saharan Africa,99,5.045,0.507,0.196,0.457,0.178,0.166,2021
99,99,Laos,Southeast Asia,100,5.03,0.808,0.33,0.643,0.179,0.268,2021
100,100,Bangladesh,South Asia,101,5.025,0.635,0.514,0.603,0.164,0.161,2021
101,101,Guinea,Sub-Saharan Africa,102,4.984,0.42,0.206,0.384,0.111,0.25,2021
102,102,South Africa,Sub-Saharan Africa,103,4.956,0.967,0.265,0.447,0.051,0.144,2021
103,103,Turkey,Middle East and North Africa,104,4.948,1.26,0.59,0.236,0.104,0.097,2021
104,104,Pakistan,South Asia,105,4.934,0.637,0.322,0.418,0.097,0.252,2021
105,105,Morocco,Middle East and North Africa,106,4.918,0.792,0.558,0.477,0.088,0.034,2021
106,106,Venezuela,Latin America and Caribbean,107,4.892,0.852,0.574,0.284,0.072,0.078,2021
107,107,Georgia,Commonwealth of Independent States,108,4.891,1.03,0.498,0.488,0.181,0.032,2021
108,108,Algeria,Middle East and North Africa,109,4.887,0.946,0.552,0.119,0.12,0.144,2021
109,109,Ukraine,Commonwealth of Independent States,110,4.875,0.979,0.517,0.417,0.01,0.181,2021
110,110,Iraq,Middle East and North Africa,111,4.854,0.91,0.381,0.302,0.041,0.153,2021
111,111,Gabon,Sub-Saharan Africa,112,4.852,1.037,0.362,0.424,0.064,0.058,2021
112,112,Burkina Faso,Sub-Saharan Africa,113,4.834,0.364,0.179,0.381,0.122,0.182,2021
113,113,Cambodia,Southeast Asia,114,4.83,0.603,0.426,0.702,0.061,0.21,2021
114,114,Mozambique,Sub-Saharan Africa,115,4.794,0.183,0.196,0.608,0.163,0.228,2021
115,115,Nigeria,Sub-Saharan Africa,116,4.759,0.663,0.051,0.433,0.039,0.212,2021
116,116,Mali,Sub-Saharan Africa,117,4.723,0.387,0.11,0.384,0.072,0.164,2021
117,117,Iran,Middle East and North Africa,118,4.721,1.03,0.561,0.275,0.144,0.33,2021
118,118,Uganda,Sub-Saharan Africa,119,4.636,0.364,0.24,0.398,0.054,0.267,2021
119,119,Liberia,Sub-Saharan Africa,120,4.625,0.228,0.253,0.43,0.057,0.221,2021
120,120,Kenya,Sub-Saharan Africa,121,4.607,0.603,0.385,0.483,0.073,0.375,2021
121,121,Tunisia,Middle East and North Africa,122,4.596,0.919,0.59,0.334,0.044,0.057,2021
122,122,Lebanon,Middle East and North Africa,123,4.584,1.045,0.595,0.175,0.026,0.14,2021
123,123,Namibia,Sub-Saharan Africa,124,4.574,0.882,0.262,0.411,0.059,0.091,2021
124,124,Palestinian Territories,Middle East and North Africa,125,4.517,0.646,0.434,0.33,0.075,0.082,2021
125,125,Myanmar,Southeast Asia,126,4.426,0.666,0.341,0.601,0.178,0.52,2021
126,126,Jordan,Middle East and North Africa,127,4.395,0.89,0.583,0.455,0.15,0.079,2021
127,127,Chad,Sub-Saharan Africa,128,4.355,0.255,0.0,0.24,0.084,0.215,2021
128,128,Sri Lanka,South Asia,129,4.325,0.99,0.593,0.559,0.049,0.239,2021
129,129,Swaziland,Sub-Saharan Africa,130,4.308,0.849,0.074,0.323,0.147,0.067,2021
130,130,Comoros,Sub-Saharan Africa,131,4.289,0.488,0.279,0.202,0.101,0.241,2021
131,131,Egypt,Middle East and North Africa,132,4.283,0.954,0.426,0.446,0.092,0.069,2021
132,132,Ethiopia,Sub-Saharan Africa,133,4.275,0.37,0.331,0.451,0.114,0.241,2021
133,133,Mauritania,Sub-Saharan Africa,134,4.227,0.666,0.273,0.218,0.133,0.119,2021
134,134,Madagascar,Sub-Saharan Africa,135,4.208,0.266,0.341,0.207,0.087,0.185,2021
135,135,Togo,Sub-Saharan Africa,136,4.107,0.254,0.203,0.289,0.107,0.209,2021
136,136,Zambia,Sub-Saharan Africa,137,4.073,0.528,0.231,0.487,0.074,0.227,2021
137,137,Sierra Leone,Sub-Saharan Africa,138,3.849,0.279,0.1,0.408,0.047,0.243,2021
138,138,India,South Asia,139,3.819,0.741,0.383,0.622,0.106,0.246,2021
139,139,Burundi,Sub-Saharan Africa,140,3.775,0.0,0.155,0.298,0.212,0.172,2021
140,140,Yemen,Middle East and North Africa,141,3.658,0.329,0.272,0.268,0.089,0.092,2021
141,141,Tanzania,Sub-Saharan Africa,142,3.623,0.433,0.3,0.549,0.231,0.307,2021
142,142,Haiti,Latin America and Caribbean,143,3.615,0.294,0.227,0.257,0.139,0.463,2021
143,143,Malawi,Sub-Saharan Africa,144,3.6,0.113,0.298,0.484,0.134,0.213,2021
144,144,Lesotho,Sub-Saharan Africa,145,3.512,0.451,0.007,0.405,0.015,0.103,2021
145,145,Botswana,Sub-Saharan Africa,146,3.467,1.099,0.34,0.539,0.088,0.027,2021
146,146,Rwanda,Sub-Saharan Africa,147,3.415,0.364,0.407,0.627,0.493,0.227,2021
147,147,Zimbabwe,Sub-Saharan Africa,148,3.145,0.457,0.243,0.359,0.075,0.157,2021
148,148,Afghanistan,South Asia,149,2.523,0.37,0.126,0.0,0.01,0.122,2021
0,0,Finland,Western Europe,1,7.821,1.892,0.775,0.736,0.534,0.109,2022
1,1,Denmark,Western Europe,2,7.636,1.953,0.777,0.719,0.532,0.188,2022
2,2,Iceland,Western Europe,3,7.557,1.936,0.803,0.718,0.191,0.27,2022
3,3,Switzerland,Western Europe,4,7.512,2.026,0.822,0.677,0.461,0.147,2022
4,4,Netherlands,Western Europe,5,7.415,1.945,0.787,0.651,0.419,0.271,2022
5,5,Luxembourg,Western Europe,6,7.404,2.209,0.79,0.7,0.388,0.12,2022
6,6,Sweden,Western Europe,7,7.384,1.92,0.803,0.724,0.512,0.218,2022
7,7,Norway,Western Europe,8,7.365,1.997,0.786,0.728,0.474,0.217,2022
8,8,Israel,Middle East and North Africa,9,7.364,1.826,0.818,0.568,0.143,0.155,2022
9,9,New Zealand,North America and ANZ,10,7.2,1.852,0.752,0.68,0.483,0.245,2022
10,10,Austria,Western Europe,11,7.163,1.931,0.774,0.623,0.329,0.193,2022
11,11,Australia,North America and ANZ,12,7.162,1.9,0.772,0.676,0.341,0.258,2022
12,12,Ireland,Western Europe,13,7.041,2.129,0.779,0.627,0.408,0.19,2022
13,13,Germany,Western Europe,14,7.034,1.924,0.776,0.585,0.358,0.163,2022
14,14,Canada,North America and ANZ,15,7.025,1.886,0.783,0.659,0.368,0.217,2022
15,15,United States,North America and ANZ,16,6.977,1.982,0.628,0.574,0.177,0.22,2022
16,16,United Kingdom,Western Europe,17,6.943,1.867,0.75,0.597,0.329,0.289,2022
17,17,Czech Republic,Central and Eastern Europe,18,6.92,1.815,0.715,0.66,0.048,0.158,2022
18,18,Belgium,Western Europe,19,6.805,1.907,0.764,0.492,0.204,0.049,2022
19,19,France,Western Europe,20,6.687,1.863,0.808,0.567,0.266,0.07,2022
20,20,Bahrain,Middle East and North Africa,21,6.647,1.854,0.625,0.693,0.155,0.199,2022
21,21,Slovenia,Central and Eastern Europe,22,6.63,1.81,0.769,0.685,0.115,0.118,2022
22,22,Costa Rica,Latin America and Caribbean,23,6.582,1.584,0.744,0.661,0.102,0.089,2022
23,23,United Arab Emirates,Middle East and North Africa,24,6.576,1.998,0.633,0.702,0.25,0.204,2022
24,24,Saudi Arabia,Middle East and North Africa,25,6.523,1.87,0.577,0.651,0.18,0.078,2022
25,25,Taiwan,East Asia,26,6.512,1.897,0.733,0.542,0.168,0.075,2022
26,26,Singapore,Southeast Asia,27,6.48,2.149,0.851,0.672,0.587,0.163,2022
27,27,Romania,Central and Eastern Europe,28,6.477,1.719,0.655,0.605,0.006,0.039,2022
28,28,Spain,Western Europe,29,6.476,1.808,0.808,0.505,0.149,0.101,2022
29,29,Uruguay,Latin America and Caribbean,30,6.474,1.615,0.672,0.665,0.265,0.103,2022
30,30,Italy,Western Europe,31,6.467,1.834,0.801,0.412,0.059,0.085,2022
31,31,Kosovo,Central and Eastern Europe,32,6.455,1.362,0.569,0.599,0.035,0.309,2022
32,32,Malta,Western Europe,33,6.447,1.838,0.789,0.679,0.166,0.174,2022
33,33,Lithuania,Central and Eastern Europe,34,6.446,1.804,0.659,0.496,0.077,0.053,2022
34,34,Slovakia,Central and Eastern Europe,35,6.391,1.736,0.707,0.479,0.025,0.118,2022
35,35,Estonia,Central and Eastern Europe,36,6.341,1.793,0.728,0.689,0.333,0.123,2022
36,36,Panama,Latin America and Caribbean,37,6.309,1.715,0.709,0.592,0.051,0.049,2022
37,37,Brazil,Latin America and Caribbean,38,6.293,1.462,0.615,0.546,0.134,0.131,2022
38,38,Guatemala,Latin America and Caribbean,39,6.262,1.274,0.522,0.662,0.115,0.112,2022
39,39,Kazakhstan,Commonwealth of Independent States,40,6.234,1.668,0.611,0.584,0.157,0.134,2022
40,40,Cyprus,Western Europe,41,6.221,1.815,0.819,0.448,0.062,0.123,2022
41,41,Latvia,Central and Eastern Europe,42,6.18,1.732,0.637,0.502,0.09,0.075,2022
42,42,Serbia,Central and Eastern Europe,43,6.178,1.55,0.658,0.546,0.088,0.219,2022
43,43,Chile,Latin America and Caribbean,44,6.172,1.651,0.748,0.46,0.069,0.124,2022
44,44,Nicaragua,Latin America and Caribbean,45,6.165,1.105,0.617,0.617,0.212,0.168,2022
45,45,Mexico,Latin America and Caribbean,46,6.128,1.552,0.623,0.621,0.115,0.092,2022
46,46,Croatia,Central and Eastern Europe,47,6.125,1.705,0.709,0.535,0.0,0.109,2022
47,47,Poland,Central and Eastern Europe,48,6.123,1.758,0.712,0.523,0.14,0.124,2022
48,48,El Salvador,Latin America and Caribbean,49,6.12,1.265,0.607,0.666,0.212,0.089,2022
49,49,Kuwait,Middle East and North Africa,50,6.106,1.904,0.747,0.617,0.147,0.087,2022
50,50,Hungary,Central and Eastern Europe,51,6.086,1.748,0.668,0.485,0.064,0.078,2022
51,51,Mauritius,Sub-Saharan Africa,52,6.071,1.591,0.568,0.589,0.107,0.131,2022
52,52,Uzbekistan,Commonwealth of Independent States,53,6.063,1.219,0.6,0.716,0.24,0.283,2022
53,53,Japan,East Asia,54,6.039,1.835,0.866,0.537,0.218,0.007,2022
54,54,Honduras,Latin America and Caribbean,55,6.022,1.111,0.555,0.582,0.076,0.202,2022
55,55,Portugal,Western Europe,56,6.016,1.76,0.777,0.655,0.039,0.016,2022
56,56,Argentina,Latin America and Caribbean,57,5.967,1.592,0.662,0.555,0.085,0.081,2022
57,57,Greece,Western Europe,58,5.948,1.703,0.774,0.249,0.108,0.015,2022
58,58,South Korea,East Asia,59,5.935,1.851,0.841,0.414,0.176,0.111,2022
59,59,Philippines,Southeast Asia,60,5.904,1.268,0.514,0.678,0.142,0.107,2022
60,60,Thailand,Southeast Asia,61,5.891,1.535,0.697,0.617,0.026,0.321,2022
61,61,Moldova,Commonwealth of Independent States,62,5.857,1.417,0.597,0.561,0.028,0.102,2022
62,62,Jamaica,Latin America and Caribbean,63,5.85,1.296,0.646,0.567,0.053,0.08,2022
63,63,Kyrgyzstan,Commonwealth of Independent States,64,5.828,1.069,0.638,0.693,0.025,0.208,2022
64,64,Belarus,Commonwealth of Independent States,65,5.821,1.562,0.629,0.342,0.282,0.04,2022
65,65,Colombia,Latin America and Caribbean,66,5.781,1.452,0.72,0.545,0.077,0.087,2022
66,66,Bosnia and Herzegovina,Central and Eastern Europe,67,5.768,1.468,0.665,0.448,0.006,0.244,2022
67,67,Mongolia,East Asia,68,5.761,1.393,0.467,0.398,0.059,0.247,2022
68,68,Dominican Republic,Latin America and Caribbean,69,5.737,1.538,0.577,0.606,0.179,0.084,2022
69,69,Malaysia,Southeast Asia,70,5.711,1.689,0.62,0.654,0.126,0.213,2022
70,70,Bolivia,Latin America and Caribbean,71,5.6,1.256,0.555,0.627,0.064,0.112,2022
71,71,China,East Asia,72,5.585,1.508,0.705,0.656,0.142,0.099,2022
72,72,Paraguay,Latin America and Caribbean,73,5.578,1.409,0.624,0.629,0.059,0.171,2022
73,73,Peru,Latin America and Caribbean,74,5.559,1.397,0.735,0.545,0.037,0.09,2022
74,74,Montenegro,Central and Eastern Europe,75,5.547,1.573,0.659,0.46,0.077,0.135,2022
75,75,Ecuador,Latin America and Caribbean,76,5.533,1.352,0.708,0.565,0.083,0.08,2022
76,76,Vietnam,Southeast Asia,77,5.485,1.252,0.611,0.707,0.105,0.143,2022
77,77,Turkmenistan,Commonwealth of Independent States,78,5.474,1.484,0.516,0.649,0.032,0.314,2022
78,78,North Cyprus,Western Europe,79,5.467,1.815,0.819,0.523,0.213,0.13,2022
79,79,Russia,Commonwealth of Independent States,80,5.459,1.685,0.586,0.401,0.08,0.117,2022
80,80,Hong Kong S.A.R. of China,East Asia,81,5.425,1.957,0.942,0.4,0.383,0.147,2022
81,81,Armenia,Commonwealth of Independent States,82,5.399,1.434,0.668,0.558,0.21,0.054,2022
82,82,Tajikistan,Commonwealth of Independent States,83,5.377,0.966,0.518,0.572,0.304,0.118,2022
83,83,Nepal,South Asia,84,5.377,0.984,0.499,0.519,0.13,0.237,2022
84,84,Bulgaria,Central and Eastern Europe,85,5.371,1.625,0.64,0.563,0.021,0.123,2022
85,85,Libya,Middle East and North Africa,86,5.33,1.476,0.606,0.477,0.179,0.106,2022
86,86,Indonesia,Southeast Asia,87,5.24,1.382,0.539,0.62,0.047,0.468,2022
87,87,Ivory Coast,Sub-Saharan Africa,88,5.235,1.094,0.322,0.451,0.124,0.149,2022
88,88,North Macedonia,Central and Eastern Europe,89,5.199,1.505,0.637,0.488,0.031,0.215,2022
89,89,Albania,Central and Eastern Europe,90,5.199,1.439,0.719,0.511,0.028,0.138,2022
90,90,South Africa,Sub-Saharan Africa,91,5.194,1.425,0.361,0.442,0.046,0.089,2022
91,91,Azerbaijan,Commonwealth of Independent States,92,5.173,1.458,0.56,0.601,0.341,0.023,2022
92,92,Gambia,Sub-Saharan Africa,93,5.164,0.785,0.369,0.367,0.103,0.388,2022
93,93,Bangladesh,South Asia,94,5.155,1.06,0.581,0.622,0.187,0.125,2022
94,94,Laos,Southeast Asia,95,5.14,1.239,0.479,0.679,0.184,0.197,2022
95,95,Algeria,Middle East and North Africa,96,5.122,1.363,0.643,0.146,0.15,0.106,2022
96,96,Liberia,Sub-Saharan Africa,97,5.122,0.636,0.309,0.405,0.08,0.178,2022
97,97,Ukraine,Commonwealth of Independent States,98,5.084,1.411,0.583,0.473,0.017,0.188,2022
98,98,Congo (Brazzaville),Sub-Saharan Africa,99,5.075,0.95,0.355,0.431,0.146,0.13,2022
99,99,Morocco,Middle East and North Africa,100,5.06,1.208,0.565,0.492,0.102,0.02,2022
100,100,Mozambique,Sub-Saharan Africa,101,5.048,0.578,0.191,0.593,0.2,0.185,2022
101,101,Cameroon,Sub-Saharan Africa,102,5.048,0.968,0.317,0.397,0.074,0.152,2022
102,102,Senegal,Sub-Saharan Africa,103,5.046,0.933,0.447,0.494,0.081,0.143,2022
103,103,Niger,Sub-Saharan Africa,104,5.003,0.57,0.326,0.571,0.145,0.165,2022
104,104,Georgia,Commonwealth of Independent States,105,4.973,1.467,0.595,0.508,0.208,0.0,2022
105,105,Gabon,Sub-Saharan Africa,106,4.958,1.459,0.396,0.343,0.099,0.032,2022
106,106,Iraq,Middle East and North Africa,107,4.941,1.289,0.554,0.328,0.046,0.147,2022
107,107,Venezuela,Latin America and Caribbean,108,4.925,0.0,0.578,0.283,0.082,0.225,2022
108,108,Guinea,Sub-Saharan Africa,109,4.891,0.848,0.275,0.334,0.116,0.214,2022
109,109,Iran,Middle East and North Africa,110,4.888,1.41,0.642,0.281,0.146,0.241,2022
110,110,Ghana,Sub-Saharan Africa,111,4.872,1.112,0.409,0.5,0.056,0.23,2022
111,111,Turkey,Middle East and North Africa,112,4.744,1.707,0.702,0.209,0.115,0.087,2022
112,112,Burkina Faso,Sub-Saharan Africa,113,4.67,0.779,0.32,0.382,0.126,0.186,2022
113,113,Cambodia,Southeast Asia,114,4.64,1.019,0.505,0.74,0.068,0.166,2022
114,114,Benin,Sub-Saharan Africa,115,4.623,0.932,0.335,0.479,0.23,0.127,2022
115,115,Comoros,Sub-Saharan Africa,116,4.609,0.899,0.424,0.185,0.125,0.195,2022
116,116,Uganda,Sub-Saharan Africa,117,4.603,0.777,0.418,0.402,0.066,0.222,2022
117,117,Nigeria,Sub-Saharan Africa,118,4.552,1.079,0.3,0.444,0.038,0.175,2022
118,118,Kenya,Sub-Saharan Africa,119,4.543,1.032,0.401,0.44,0.082,0.322,2022
119,119,Tunisia,Middle East and North Africa,120,4.516,1.35,0.656,0.316,0.029,0.029,2022
120,120,Pakistan,South Asia,121,4.516,1.049,0.374,0.448,0.112,0.181,2022
121,121,Palestinian Territories,Middle East and North Africa,122,4.483,1.148,0.521,0.336,0.079,0.073,2022
122,122,Mali,Sub-Saharan Africa,123,4.479,0.792,0.311,0.35,0.042,0.128,2022
123,123,Namibia,Sub-Saharan Africa,124,4.459,1.292,0.354,0.384,0.071,0.067,2022
124,124,Swaziland,Sub-Saharan Africa,125,4.396,1.274,0.197,0.259,0.154,0.038,2022
125,125,Myanmar,Southeast Asia,126,4.394,1.038,0.491,0.513,0.194,0.452,2022
126,126,Sri Lanka,South Asia,127,4.362,1.415,0.66,0.529,0.079,0.15,2022
127,127,Madagascar,Sub-Saharan Africa,128,4.339,0.67,0.378,0.202,0.154,0.143,2022
128,128,Egypt,Middle East and North Africa,129,4.288,1.388,0.548,0.469,0.254,0.041,2022
129,129,Chad,Sub-Saharan Africa,130,4.251,0.662,0.225,0.18,0.077,0.182,2022
130,130,Ethiopia,Sub-Saharan Africa,131,4.241,0.788,0.457,0.472,0.136,0.205,2022
131,131,Yemen,Middle East and North Africa,132,4.197,0.691,0.384,0.33,0.098,0.09,2022
132,132,Mauritania,Sub-Saharan Africa,133,4.153,1.1,0.45,0.304,0.138,0.088,2022
133,133,Jordan,Middle East and North Africa,134,4.152,1.324,0.675,0.476,0.2,0.058,2022
134,134,Togo,Sub-Saharan Africa,135,4.112,0.771,0.36,0.292,0.132,0.174,2022
135,135,India,South Asia,136,3.777,1.167,0.471,0.647,0.123,0.198,2022
136,136,Zambia,Sub-Saharan Africa,137,3.76,0.93,0.306,0.525,0.083,0.203,2022
137,137,Malawi,Sub-Saharan Africa,138,3.75,0.648,0.388,0.477,0.157,0.14,2022
138,138,Tanzania,Sub-Saharan Africa,139,3.702,0.848,0.425,0.578,0.27,0.248,2022
139,139,Sierra Leone,Sub-Saharan Africa,140,3.574,0.686,0.273,0.387,0.055,0.202,2022
140,140,Lesotho,Sub-Saharan Africa,141,3.512,0.839,0.0,0.419,0.018,0.076,2022
141,141,Botswana,Sub-Saharan Africa,142,3.471,1.503,0.28,0.571,0.102,0.012,2022
142,142,Rwanda,Sub-Saharan Africa,143,3.268,0.785,0.462,0.621,0.544,0.187,2022
143,143,Zimbabwe,Sub-Saharan Africa,144,2.995,0.947,0.27,0.329,0.105,0.106,2022
144,144,Lebanon,Middle East and North Africa,145,2.955,1.392,0.631,0.103,0.034,0.082,2022
145,145,Afghanistan,South Asia,146,2.404,0.758,0.289,0.0,0.005,0.089,2022
